纬度,经度,SO2,NO2,PM10,CO,O31小时,O38小时,PM2.5,污染程度,日期,时间段,气温,风向编码,风力编码,降水强度,天气_多云,天气_晴,天气_阴,天气_雨,天气_雪,天气_雾霾沙尘
34.233376,108.9049,91,60,145,,,,,2,2011/2/21,0,11,9,0,0,0,0,1,0,0,0
34.233376,108.9049,91,60,145,,,,,2,2011/2/21,1,3,9,0,0,0,0,1,0,0,0
34.35886,108.929192,69,74,197,,,,,3,2011/2/21,0,11,9,0,0,0,0,1,0,0,0
34.35886,108.929192,69,74,197,,,,,3,2011/2/21,1,3,9,0,0,0,0,1,0,0,0
34.158932,108.90696,98,87,185,,,,,3,2011/2/21,0,11,9,0,0,0,0,1,0,0,0
34.158932,108.90696,98,87,185,,,,,3,2011/2/21,1,3,9,0,0,0,0,1,0,0,0
34.662251,109.226196,70,52,171,,,,,3,2011/2/21,0,11,9,0,0,0,0,1,0,0,0
34.662251,109.226196,70,52,171,,,,,3,2011/2/21,1,3,9,0,0,0,0,1,0,0,0
34.366699,109.214211,75,29,125,,,,,2,2011/2/21,0,11,9,0,0,0,0,1,0,0,0
34.366699,109.214211,75,29,125,,,,,2,2011/2/21,1,3,9,0,0,0,0,1,0,0,0
34.382896,108.88327,69,33,193,,,,,3,2011/2/21,0,11,9,0,0,0,0,1,0,0,0
34.382896,108.88327,69,33,193,,,,,3,2011/2/21,1,3,9,0,0,0,0,1,0,0,0
34.259781,108.856987,80,47,104,,,,,2,2011/2/22,0,11,9,0,0,0,0,1,0,0,0
34.259781,108.856987,80,47,104,,,,,2,2011/2/22,1,4,8,0,0,1,0,0,0,0,0
34.261593,108.98996,69,29,166,,,,,3,2011/2/22,0,11,9,0,0,0,0,1,0,0,0
34.261593,108.98996,69,29,166,,,,,3,2011/2/22,1,4,8,0,0,1,0,0,0,0,0
34.279709,109.07048,97,52,195,,,,,3,2011/2/22,0,11,9,0,0,0,0,1,0,0,0
34.279709,109.07048,97,52,195,,,,,3,2011/2/22,1,4,8,0,0,1,0,0,0,0,0
34.22282,108.947144,100,30,119,,,,,2,2011/2/22,0,11,9,0,0,0,0,1,0,0,0
34.22282,108.947144,100,30,119,,,,,2,2011/2/22,1,4,8,0,0,1,0,0,0,0,0
34.26955,108.95903,105,50,144,,,,,2,2011/2/22,0,11,9,0,0,0,0,1,0,0,0
34.26955,108.95903,105,50,144,,,,,2,2011/2/22,1,4,8,0,0,1,0,0,0,0,0
34.233376,108.9049,77,39,104,,,,,2,2011/2/22,0,11,9,0,0,0,0,1,0,0,0
34.233376,108.9049,77,39,104,,,,,2,2011/2/22,1,4,8,0,0,1,0,0,0,0,0
34.35886,108.929192,56,47,121,,,,,2,2011/2/22,0,11,9,0,0,0,0,1,0,0,0
34.35886,108.929192,56,47,121,,,,,2,2011/2/22,1,4,8,0,0,1,0,0,0,0,0
34.158932,108.90696,103,67,165,,,,,3,2011/2/22,0,11,9,0,0,0,0,1,0,0,0
34.158932,108.90696,103,67,165,,,,,3,2011/2/22,1,4,8,0,0,1,0,0,0,0,0
34.662251,109.226196,62,22,133,,,,,2,2011/2/22,0,11,9,0,0,0,0,1,0,0,0
34.662251,109.226196,62,22,133,,,,,2,2011/2/22,1,4,8,0,0,1,0,0,0,0,0
34.366699,109.214211,73,25,104,,,,,2,2011/2/22,0,11,9,0,0,0,0,1,0,0,0
34.366699,109.214211,73,25,104,,,,,2,2011/2/22,1,4,8,0,0,1,0,0,0,0,0
34.382896,108.88327,61,29,121,,,,,2,2011/2/22,0,11,9,0,0,0,0,1,0,0,0
34.382896,108.88327,61,29,121,,,,,2,2011/2/22,1,4,8,0,0,1,0,0,0,0,0
34.259781,108.856987,86,73,125,,,,,2,2011/2/23,0,17,9,0,0,1,0,0,0,0,0
34.259781,108.856987,86,73,125,,,,,2,2011/2/23,1,4,8,0,0,1,0,0,0,0,0
34.261593,108.98996,62,35,167,,,,,3,2011/2/23,0,17,9,0,0,1,0,0,0,0,0
34.261593,108.98996,62,35,167,,,,,3,2011/2/23,1,4,8,0,0,1,0,0,0,0,0
34.279709,109.07048,78,57,190,,,,,3,2011/2/23,0,17,9,0,0,1,0,0,0,0,0
34.279709,109.07048,78,57,190,,,,,3,2011/2/23,1,4,8,0,0,1,0,0,0,0,0
34.22282,108.947144,86,41,159,,,,,3,2011/2/23,0,17,9,0,0,1,0,0,0,0,0
34.22282,108.947144,86,41,159,,,,,3,2011/2/23,1,4,8,0,0,1,0,0,0,0,0
34.26955,108.95903,102,80,169,,,,,3,2011/2/23,0,17,9,0,0,1,0,0,0,0,0
34.26955,108.95903,102,80,169,,,,,3,2011/2/23,1,4,8,0,0,1,0,0,0,0,0
34.233376,108.9049,72,49,130,,,,,2,2011/2/23,0,17,9,0,0,1,0,0,0,0,0
34.233376,108.9049,72,49,130,,,,,2,2011/2/23,1,4,8,0,0,1,0,0,0,0,0
34.35886,108.929192,98,78,180,,,,,3,2011/2/23,0,17,9,0,0,1,0,0,0,0,0
34.35886,108.929192,98,78,180,,,,,3,2011/2/23,1,4,8,0,0,1,0,0,0,0,0
34.158932,108.90696,74,44,136,,,,,2,2011/2/23,0,17,9,0,0,1,0,0,0,0,0
34.158932,108.90696,74,44,136,,,,,2,2011/2/23,1,4,8,0,0,1,0,0,0,0,0
34.662251,109.226196,55,50,178,,,,,3,2011/2/23,0,17,9,0,0,1,0,0,0,0,0
34.662251,109.226196,55,50,178,,,,,3,2011/2/23,1,4,8,0,0,1,0,0,0,0,0
34.366699,109.214211,79,36,165,,,,,3,2011/2/23,0,17,9,0,0,1,0,0,0,0,0
34.366699,109.214211,79,36,165,,,,,3,2011/2/23,1,4,8,0,0,1,0,0,0,0,0
34.382896,108.88327,72,49,171,,,,,3,2011/2/23,0,17,9,0,0,1,0,0,0,0,0
34.382896,108.88327,72,49,171,,,,,3,2011/2/23,1,4,8,0,0,1,0,0,0,0,0
34.259781,108.856987,78,72,154,,,,,3,2011/2/24,0,17,9,0,0,1,0,0,0,0,0
34.259781,108.856987,78,72,154,,,,,3,2011/2/24,1,4,8,0,1,0,0,0,1,0,0
34.261593,108.98996,74,40,185,,,,,3,2011/2/24,0,17,9,0,0,1,0,0,0,0,0
34.261593,108.98996,74,40,185,,,,,3,2011/2/24,1,4,8,0,1,0,0,0,1,0,0
34.279709,109.07048,95,85,178,,,,,3,2011/2/24,0,17,9,0,0,1,0,0,0,0,0
34.279709,109.07048,95,85,178,,,,,3,2011/2/24,1,4,8,0,1,0,0,0,1,0,0
34.22282,108.947144,101,67,197,,,,,3,2011/2/24,0,17,9,0,0,1,0,0,0,0,0
34.22282,108.947144,101,67,197,,,,,3,2011/2/24,1,4,8,0,1,0,0,0,1,0,0
34.26955,108.95903,108,100,190,,,,,3,2011/2/24,0,17,9,0,0,1,0,0,0,0,0
34.26955,108.95903,108,100,190,,,,,3,2011/2/24,1,4,8,0,1,0,0,0,1,0,0
34.233376,108.9049,92,67,184,,,,,3,2011/2/24,0,17,9,0,0,1,0,0,0,0,0
34.233376,108.9049,92,67,184,,,,,3,2011/2/24,1,4,8,0,1,0,0,0,1,0,0
34.35886,108.929192,99,67,199,,,,,3,2011/2/24,0,17,9,0,0,1,0,0,0,0,0
34.35886,108.929192,99,67,199,,,,,3,2011/2/24,1,4,8,0,1,0,0,0,1,0,0
34.158932,108.90696,95,65,182,,,,,3,2011/2/24,0,17,9,0,0,1,0,0,0,0,0
34.158932,108.90696,95,65,182,,,,,3,2011/2/24,1,4,8,0,1,0,0,0,1,0,0
34.662251,109.226196,72,43,187,,,,,3,2011/2/24,0,17,9,0,0,1,0,0,0,0,0
34.662251,109.226196,72,43,187,,,,,3,2011/2/24,1,4,8,0,1,0,0,0,1,0,0
34.366699,109.214211,97,82,164,,,,,3,2011/2/24,0,17,9,0,0,1,0,0,0,0,0
34.366699,109.214211,97,82,164,,,,,3,2011/2/24,1,4,8,0,1,0,0,0,1,0,0
34.382896,108.88327,70,36,185,,,,,3,2011/2/24,0,17,9,0,0,1,0,0,0,0,0
34.382896,108.88327,70,36,185,,,,,3,2011/2/24,1,4,8,0,1,0,0,0,1,0,0
34.259781,108.856987,102,90,175,,,,,3,2011/2/25,0,8,2,2,1,0,0,0,1,0,0
34.259781,108.856987,102,90,175,,,,,3,2011/2/25,1,3,2,2,2,0,0,0,1,0,0
34.261593,108.98996,69,40,182,,,,,3,2011/2/25,0,8,2,2,1,0,0,0,1,0,0
34.261593,108.98996,69,40,182,,,,,3,2011/2/25,1,3,2,2,2,0,0,0,1,0,0
34.279709,109.07048,102,79,195,,,,,3,2011/2/25,0,8,2,2,1,0,0,0,1,0,0
34.279709,109.07048,102,79,195,,,,,3,2011/2/25,1,3,2,2,2,0,0,0,1,0,0
34.22282,108.947144,107,47,160,,,,,3,2011/2/25,0,8,2,2,1,0,0,0,1,0,0
34.22282,108.947144,107,47,160,,,,,3,2011/2/25,1,3,2,2,2,0,0,0,1,0,0
34.26955,108.95903,111,101,182,,,,,3,2011/2/25,0,8,2,2,1,0,0,0,1,0,0
34.26955,108.95903,111,101,182,,,,,3,2011/2/25,1,3,2,2,2,0,0,0,1,0,0
34.233376,108.9049,95,64,154,,,,,3,2011/2/25,0,8,2,2,1,0,0,0,1,0,0
34.233376,108.9049,95,64,154,,,,,3,2011/2/25,1,3,2,2,2,0,0,0,1,0,0
34.35886,108.929192,89,80,173,,,,,3,2011/2/25,0,8,2,2,1,0,0,0,1,0,0
34.35886,108.929192,89,80,173,,,,,3,2011/2/25,1,3,2,2,2,0,0,0,1,0,0
34.158932,108.90696,102,43,195,,,,,3,2011/2/25,0,8,2,2,1,0,0,0,1,0,0
34.158932,108.90696,102,43,195,,,,,3,2011/2/25,1,3,2,2,2,0,0,0,1,0,0
34.662251,109.226196,61,63,179,,,,,3,2011/2/25,0,8,2,2,1,0,0,0,1,0,0
34.662251,109.226196,61,63,179,,,,,3,2011/2/25,1,3,2,2,2,0,0,0,1,0,0
34.366699,109.214211,92,75,140,,,,,2,2011/2/25,0,8,2,2,1,0,0,0,1,0,0
34.366699,109.214211,92,75,140,,,,,2,2011/2/25,1,3,2,2,2,0,0,0,1,0,0
34.382896,108.88327,79,50,154,,,,,3,2011/2/25,0,8,2,2,1,0,0,0,1,0,0
34.382896,108.88327,79,50,154,,,,,3,2011/2/25,1,3,2,2,2,0,0,0,1,0,0
34.259781,108.856987,62,39,113,,,,,2,2011/2/26,0,5,1,2,1,0,0,0,1,0,0
34.259781,108.856987,62,39,113,,,,,2,2011/2/26,1,0,8,0,1,0,0,0,0,1,0
34.261593,108.98996,46,20,130,,,,,2,2011/2/26,0,5,1,2,1,0,0,0,1,0,0
34.261593,108.98996,46,20,130,,,,,2,2011/2/26,1,0,8,0,1,0,0,0,0,1,0
34.279709,109.07048,87,35,137,,,,,2,2011/2/26,0,5,1,2,1,0,0,0,1,0,0
34.279709,109.07048,87,35,137,,,,,2,2011/2/26,1,0,8,0,1,0,0,0,0,1,0
34.22282,108.947144,79,25,124,,,,,2,2011/2/26,0,5,1,2,1,0,0,0,1,0,0
34.22282,108.947144,79,25,124,,,,,2,2011/2/26,1,0,8,0,1,0,0,0,0,1,0
34.26955,108.95903,93,40,135,,,,,2,2011/2/26,0,5,1,2,1,0,0,0,1,0,0
34.26955,108.95903,93,40,135,,,,,2,2011/2/26,1,0,8,0,1,0,0,0,0,1,0
34.233376,108.9049,70,34,140,,,,,2,2011/2/26,0,5,1,2,1,0,0,0,1,0,0
34.233376,108.9049,70,34,140,,,,,2,2011/2/26,1,0,8,0,1,0,0,0,0,1,0
34.35886,108.929192,38,32,118,,,,,2,2011/2/26,0,5,1,2,1,0,0,0,1,0,0
34.35886,108.929192,38,32,118,,,,,2,2011/2/26,1,0,8,0,1,0,0,0,0,1,0
34.158932,108.90696,85,27,123,,,,,2,2011/2/26,0,5,1,2,1,0,0,0,1,0,0
34.158932,108.90696,85,27,123,,,,,2,2011/2/26,1,0,8,0,1,0,0,0,0,1,0
34.662251,109.226196,39,13,108,,,,,2,2011/2/26,0,5,1,2,1,0,0,0,1,0,0
34.662251,109.226196,39,13,108,,,,,2,2011/2/26,1,0,8,0,1,0,0,0,0,1,0
34.366699,109.214211,54,42,113,,,,,2,2011/2/26,0,5,1,2,1,0,0,0,1,0,0
34.366699,109.214211,54,42,113,,,,,2,2011/2/26,1,0,8,0,1,0,0,0,0,1,0
34.382896,108.88327,21,14,128,,,,,2,2011/2/26,0,5,1,2,1,0,0,0,1,0,0
34.382896,108.88327,21,14,128,,,,,2,2011/2/26,1,0,8,0,1,0,0,0,0,1,0
34.259781,108.856987,57,34,92,,,,,1,2011/2/27,0,4,1,2,1,0,0,0,0,1,0
34.259781,108.856987,57,34,92,,,,,1,2011/2/27,1,0,9,0,1,0,0,0,0,1,0
34.261593,108.98996,30,20,96,,,,,1,2011/2/27,0,4,1,2,1,0,0,0,0,1,0
34.261593,108.98996,30,20,96,,,,,1,2011/2/27,1,0,9,0,1,0,0,0,0,1,0
34.279709,109.07048,42,25,93,,,,,1,2011/2/27,0,4,1,2,1,0,0,0,0,1,0
34.279709,109.07048,42,25,93,,,,,1,2011/2/27,1,0,9,0,1,0,0,0,0,1,0
34.22282,108.947144,37,19,99,,,,,1,2011/2/27,0,4,1,2,1,0,0,0,0,1,0
34.22282,108.947144,37,19,99,,,,,1,2011/2/27,1,0,9,0,1,0,0,0,0,1,0
34.26955,108.95903,72,29,98,,,,,1,2011/2/27,0,4,1,2,1,0,0,0,0,1,0
34.26955,108.95903,72,29,98,,,,,1,2011/2/27,1,0,9,0,1,0,0,0,0,1,0
34.233376,108.9049,60,29,100,,,,,1,2011/2/27,0,4,1,2,1,0,0,0,0,1,0
34.233376,108.9049,60,29,100,,,,,1,2011/2/27,1,0,9,0,1,0,0,0,0,1,0
34.35886,108.929192,34,16,76,,,,,1,2011/2/27,0,4,1,2,1,0,0,0,0,1,0
34.35886,108.929192,34,16,76,,,,,1,2011/2/27,1,0,9,0,1,0,0,0,0,1,0
34.158932,108.90696,59,24,78,,,,,1,2011/2/27,0,4,1,2,1,0,0,0,0,1,0
34.158932,108.90696,59,24,78,,,,,1,2011/2/27,1,0,9,0,1,0,0,0,0,1,0
34.662251,109.226196,27,13,79,,,,,1,2011/2/27,0,4,1,2,1,0,0,0,0,1,0
34.662251,109.226196,27,13,79,,,,,1,2011/2/27,1,0,9,0,1,0,0,0,0,1,0
34.366699,109.214211,33,32,78,,,,,1,2011/2/27,0,4,1,2,1,0,0,0,0,1,0
34.366699,109.214211,33,32,78,,,,,1,2011/2/27,1,0,9,0,1,0,0,0,0,1,0
34.382896,108.88327,20,14,66,,,,,1,2011/2/27,0,4,1,2,1,0,0,0,0,1,0
34.382896,108.88327,20,14,66,,,,,1,2011/2/27,1,0,9,0,1,0,0,0,0,1,0
34.259781,108.856987,66,36,77,,,,,1,2011/2/28,0,5,9,0,1,0,0,0,0,1,0
34.259781,108.856987,66,36,77,,,,,1,2011/2/28,1,0,8,0,0,0,0,1,0,0,0
34.261593,108.98996,62,20,68,,,,,1,2011/2/28,0,5,9,0,1,0,0,0,0,1,0
34.261593,108.98996,62,20,68,,,,,1,2011/2/28,1,0,8,0,0,0,0,1,0,0,0
34.279709,109.07048,76,39,93,,,,,1,2011/2/28,0,5,9,0,1,0,0,0,0,1,0
34.279709,109.07048,76,39,93,,,,,1,2011/2/28,1,0,8,0,0,0,0,1,0,0,0
34.22282,108.947144,41,20,77,,,,,1,2011/2/28,0,5,9,0,1,0,0,0,0,1,0
34.22282,108.947144,41,20,77,,,,,1,2011/2/28,1,0,8,0,0,0,0,1,0,0,0
34.26955,108.95903,80,37,95,,,,,1,2011/2/28,0,5,9,0,1,0,0,0,0,1,0
34.26955,108.95903,80,37,95,,,,,1,2011/2/28,1,0,8,0,0,0,0,1,0,0,0
34.233376,108.9049,73,29,93,,,,,1,2011/2/28,0,5,9,0,1,0,0,0,0,1,0
34.233376,108.9049,73,29,93,,,,,1,2011/2/28,1,0,8,0,0,0,0,1,0,0,0
34.35886,108.929192,42,34,76,,,,,1,2011/2/28,0,5,9,0,1,0,0,0,0,1,0
34.35886,108.929192,42,34,76,,,,,1,2011/2/28,1,0,8,0,0,0,0,1,0,0,0
34.158932,108.90696,73,28,73,,,,,1,2011/2/28,0,5,9,0,1,0,0,0,0,1,0
34.158932,108.90696,73,28,73,,,,,1,2011/2/28,1,0,8,0,0,0,0,1,0,0,0
34.662251,109.226196,24,26,88,,,,,1,2011/2/28,0,5,9,0,1,0,0,0,0,1,0
34.662251,109.226196,24,26,88,,,,,1,2011/2/28,1,0,8,0,0,0,0,1,0,0,0
34.366699,109.214211,25,42,70,,,,,1,2011/2/28,0,5,9,0,1,0,0,0,0,1,0
34.366699,109.214211,25,42,70,,,,,1,2011/2/28,1,0,8,0,0,0,0,1,0,0,0
34.382896,108.88327,31,18,69,,,,,1,2011/2/28,0,5,9,0,1,0,0,0,0,1,0
34.382896,108.88327,31,18,69,,,,,1,2011/2/28,1,0,8,0,0,0,0,1,0,0,0
34.259781,108.856987,45,24,51,,,,,1,2011/3/1,0,8,9,0,0,1,0,0,0,0,0
34.259781,108.856987,45,24,51,,,,,1,2011/3/1,1,0,8,0,0,0,1,0,0,0,0
34.261593,108.98996,44,20,40,,,,,0,2011/3/1,0,8,9,0,0,1,0,0,0,0,0
34.261593,108.98996,44,20,40,,,,,0,2011/3/1,1,0,8,0,0,0,1,0,0,0,0
34.279709,109.07048,35,29,35,,,,,0,2011/3/1,0,8,9,0,0,1,0,0,0,0,0
34.279709,109.07048,35,29,35,,,,,0,2011/3/1,1,0,8,0,0,0,1,0,0,0,0
34.22282,108.947144,35,14,43,,,,,0,2011/3/1,0,8,9,0,0,1,0,0,0,0,0
34.22282,108.947144,35,14,43,,,,,0,2011/3/1,1,0,8,0,0,0,1,0,0,0,0
34.26955,108.95903,56,27,55,,,,,1,2011/3/1,0,8,9,0,0,1,0,0,0,0,0
34.26955,108.95903,56,27,55,,,,,1,2011/3/1,1,0,8,0,0,0,1,0,0,0,0
34.233376,108.9049,33,15,60,,,,,1,2011/3/1,0,8,9,0,0,1,0,0,0,0,0
34.233376,108.9049,33,15,60,,,,,1,2011/3/1,1,0,8,0,0,0,1,0,0,0,0
34.35886,108.929192,21,15,41,,,,,0,2011/3/1,0,8,9,0,0,1,0,0,0,0,0
34.35886,108.929192,21,15,41,,,,,0,2011/3/1,1,0,8,0,0,0,1,0,0,0,0
34.158932,108.90696,26,10,26,,,,,0,2011/3/1,0,8,9,0,0,1,0,0,0,0,0
34.158932,108.90696,26,10,26,,,,,0,2011/3/1,1,0,8,0,0,0,1,0,0,0,0
34.662251,109.226196,29,39,64,,,,,1,2011/3/1,0,8,9,0,0,1,0,0,0,0,0
34.662251,109.226196,29,39,64,,,,,1,2011/3/1,1,0,8,0,0,0,1,0,0,0,0
34.366699,109.214211,19,19,29,,,,,0,2011/3/1,0,8,9,0,0,1,0,0,0,0,0
34.366699,109.214211,19,19,29,,,,,0,2011/3/1,1,0,8,0,0,0,1,0,0,0,0
34.382896,108.88327,25,10,32,,,,,0,2011/3/1,0,8,9,0,0,1,0,0,0,0,0
34.382896,108.88327,25,10,32,,,,,0,2011/3/1,1,0,8,0,0,0,1,0,0,0,0
34.259781,108.856987,47,34,68,,,,,1,2011/3/2,0,12,9,0,0,0,1,0,0,0,0
34.259781,108.856987,47,34,68,,,,,1,2011/3/2,1,1,8,0,0,0,1,0,0,0,0
34.261593,108.98996,27,13,80,,,,,1,2011/3/2,0,12,9,0,0,0,1,0,0,0,0
34.261593,108.98996,27,13,80,,,,,1,2011/3/2,1,1,8,0,0,0,1,0,0,0,0
34.279709,109.07048,49,32,93,,,,,1,2011/3/2,0,12,9,0,0,0,1,0,0,0,0
34.279709,109.07048,49,32,93,,,,,1,2011/3/2,1,1,8,0,0,0,1,0,0,0,0
34.22282,108.947144,50,31,78,,,,,1,2011/3/2,0,12,9,0,0,0,1,0,0,0,0
34.22282,108.947144,50,31,78,,,,,1,2011/3/2,1,1,8,0,0,0,1,0,0,0,0
34.26955,108.95903,44,29,75,,,,,1,2011/3/2,0,12,9,0,0,0,1,0,0,0,0
34.26955,108.95903,44,29,75,,,,,1,2011/3/2,1,1,8,0,0,0,1,0,0,0,0
34.233376,108.9049,54,30,94,,,,,1,2011/3/2,0,12,9,0,0,0,1,0,0,0,0
34.233376,108.9049,54,30,94,,,,,1,2011/3/2,1,1,8,0,0,0,1,0,0,0,0
34.35886,108.929192,22,39,90,,,,,1,2011/3/2,0,12,9,0,0,0,1,0,0,0,0
34.35886,108.929192,22,39,90,,,,,1,2011/3/2,1,1,8,0,0,0,1,0,0,0,0
34.158932,108.90696,36,39,61,,,,,1,2011/3/2,0,12,9,0,0,0,1,0,0,0,0
34.158932,108.90696,36,39,61,,,,,1,2011/3/2,1,1,8,0,0,0,1,0,0,0,0
34.662251,109.226196,16,28,72,,,,,1,2011/3/2,0,12,9,0,0,0,1,0,0,0,0
34.662251,109.226196,16,28,72,,,,,1,2011/3/2,1,1,8,0,0,0,1,0,0,0,0
34.366699,109.214211,50,34,55,,,,,1,2011/3/2,0,12,9,0,0,0,1,0,0,0,0
34.366699,109.214211,50,34,55,,,,,1,2011/3/2,1,1,8,0,0,0,1,0,0,0,0
34.382896,108.88327,18,12,89,,,,,1,2011/3/2,0,12,9,0,0,0,1,0,0,0,0
34.382896,108.88327,18,12,89,,,,,1,2011/3/2,1,1,8,0,0,0,1,0,0,0,0
34.259781,108.856987,61,34,81,,,,,1,2011/3/3,0,10,9,0,0,1,0,0,0,0,0
34.259781,108.856987,61,34,81,,,,,1,2011/3/3,1,1,8,0,0,1,0,0,0,0,0
34.261593,108.98996,56,27,96,,,,,1,2011/3/3,0,10,9,0,0,1,0,0,0,0,0
34.261593,108.98996,56,27,96,,,,,1,2011/3/3,1,1,8,0,0,1,0,0,0,0,0
34.279709,109.07048,62,43,98,,,,,1,2011/3/3,0,10,9,0,0,1,0,0,0,0,0
34.279709,109.07048,62,43,98,,,,,1,2011/3/3,1,1,8,0,0,1,0,0,0,0,0
34.22282,108.947144,56,32,87,,,,,1,2011/3/3,0,10,9,0,0,1,0,0,0,0,0
34.22282,108.947144,56,32,87,,,,,1,2011/3/3,1,1,8,0,0,1,0,0,0,0,0
34.26955,108.95903,84,40,99,,,,,1,2011/3/3,0,10,9,0,0,1,0,0,0,0,0
34.26955,108.95903,84,40,99,,,,,1,2011/3/3,1,1,8,0,0,1,0,0,0,0,0
34.233376,108.9049,62,37,95,,,,,1,2011/3/3,0,10,9,0,0,1,0,0,0,0,0
34.233376,108.9049,62,37,95,,,,,1,2011/3/3,1,1,8,0,0,1,0,0,0,0,0
34.35886,108.929192,58,47,96,,,,,1,2011/3/3,0,10,9,0,0,1,0,0,0,0,0
34.35886,108.929192,58,47,96,,,,,1,2011/3/3,1,1,8,0,0,1,0,0,0,0,0
34.158932,108.90696,70,27,88,,,,,1,2011/3/3,0,10,9,0,0,1,0,0,0,0,0
34.158932,108.90696,70,27,88,,,,,1,2011/3/3,1,1,8,0,0,1,0,0,0,0,0
34.662251,109.226196,54,27,84,,,,,1,2011/3/3,0,10,9,0,0,1,0,0,0,0,0
34.662251,109.226196,54,27,84,,,,,1,2011/3/3,1,1,8,0,0,1,0,0,0,0,0
34.366699,109.214211,69,40,76,,,,,1,2011/3/3,0,10,9,0,0,1,0,0,0,0,0
34.366699,109.214211,69,40,76,,,,,1,2011/3/3,1,1,8,0,0,1,0,0,0,0,0
34.382896,108.88327,58,29,94,,,,,1,2011/3/3,0,10,9,0,0,1,0,0,0,0,0
34.382896,108.88327,58,29,94,,,,,1,2011/3/3,1,1,8,0,0,1,0,0,0,0,0
34.259781,108.856987,61,25,56,,,,,1,2011/3/4,0,12,9,0,0,1,0,0,0,0,0
34.259781,108.856987,61,25,56,,,,,1,2011/3/4,1,4,8,0,0,0,0,1,0,0,0
34.261593,108.98996,59,25,70,,,,,1,2011/3/4,0,12,9,0,0,1,0,0,0,0,0
34.261593,108.98996,59,25,70,,,,,1,2011/3/4,1,4,8,0,0,0,0,1,0,0,0
34.279709,109.07048,56,31,72,,,,,1,2011/3/4,0,12,9,0,0,1,0,0,0,0,0
34.279709,109.07048,56,31,72,,,,,1,2011/3/4,1,4,8,0,0,0,0,1,0,0,0
34.22282,108.947144,53,29,70,,,,,1,2011/3/4,0,12,9,0,0,1,0,0,0,0,0
34.22282,108.947144,53,29,70,,,,,1,2011/3/4,1,4,8,0,0,0,0,1,0,0,0
34.26955,108.95903,83,35,70,,,,,1,2011/3/4,0,12,9,0,0,1,0,0,0,0,0
34.26955,108.95903,83,35,70,,,,,1,2011/3/4,1,4,8,0,0,0,0,1,0,0,0
34.233376,108.9049,71,27,78,,,,,1,2011/3/4,0,12,9,0,0,1,0,0,0,0,0
34.233376,108.9049,71,27,78,,,,,1,2011/3/4,1,4,8,0,0,0,0,1,0,0,0
34.35886,108.929192,42,23,65,,,,,1,2011/3/4,0,12,9,0,0,1,0,0,0,0,0
34.35886,108.929192,42,23,65,,,,,1,2011/3/4,1,4,8,0,0,0,0,1,0,0,0
34.158932,108.90696,62,22,75,,,,,1,2011/3/4,0,12,9,0,0,1,0,0,0,0,0
34.158932,108.90696,62,22,75,,,,,1,2011/3/4,1,4,8,0,0,0,0,1,0,0,0
34.662251,109.226196,51,16,59,,,,,1,2011/3/4,0,12,9,0,0,1,0,0,0,0,0
34.662251,109.226196,51,16,59,,,,,1,2011/3/4,1,4,8,0,0,0,0,1,0,0,0
34.366699,109.214211,63,23,63,,,,,1,2011/3/4,0,12,9,0,0,1,0,0,0,0,0
34.366699,109.214211,63,23,63,,,,,1,2011/3/4,1,4,8,0,0,0,0,1,0,0,0
34.382896,108.88327,35,14,62,,,,,1,2011/3/4,0,12,9,0,0,1,0,0,0,0,0
34.382896,108.88327,35,14,62,,,,,1,2011/3/4,1,4,8,0,0,0,0,1,0,0,0
34.259781,108.856987,66,38,89,,,,,1,2011/3/5,0,9,9,0,0,0,0,1,0,0,0
34.259781,108.856987,66,38,89,,,,,1,2011/3/5,1,3,8,0,0,0,0,1,0,0,0
34.261593,108.98996,60,29,98,,,,,1,2011/3/5,0,9,9,0,0,0,0,1,0,0,0
34.261593,108.98996,60,29,98,,,,,1,2011/3/5,1,3,8,0,0,0,0,1,0,0,0
34.279709,109.07048,80,42,110,,,,,2,2011/3/5,0,9,9,0,0,0,0,1,0,0,0
34.279709,109.07048,80,42,110,,,,,2,2011/3/5,1,3,8,0,0,0,0,1,0,0,0
34.22282,108.947144,58,27,95,,,,,1,2011/3/5,0,9,9,0,0,0,0,1,0,0,0
34.22282,108.947144,58,27,95,,,,,1,2011/3/5,1,3,8,0,0,0,0,1,0,0,0
34.26955,108.95903,84,53,96,,,,,1,2011/3/5,0,9,9,0,0,0,0,1,0,0,0
34.26955,108.95903,84,53,96,,,,,1,2011/3/5,1,3,8,0,0,0,0,1,0,0,0
34.233376,108.9049,77,37,95,,,,,1,2011/3/5,0,9,9,0,0,0,0,1,0,0,0
34.233376,108.9049,77,37,95,,,,,1,2011/3/5,1,3,8,0,0,0,0,1,0,0,0
34.35886,108.929192,62,45,97,,,,,1,2011/3/5,0,9,9,0,0,0,0,1,0,0,0
34.35886,108.929192,62,45,97,,,,,1,2011/3/5,1,3,8,0,0,0,0,1,0,0,0
34.158932,108.90696,80,26,88,,,,,1,2011/3/5,0,9,9,0,0,0,0,1,0,0,0
34.158932,108.90696,80,26,88,,,,,1,2011/3/5,1,3,8,0,0,0,0,1,0,0,0
34.662251,109.226196,59,29,106,,,,,2,2011/3/5,0,9,9,0,0,0,0,1,0,0,0
34.662251,109.226196,59,29,106,,,,,2,2011/3/5,1,3,8,0,0,0,0,1,0,0,0
