日期,时间段,天气状况,气温,风力风向
2011/9/15,1,阴,18.0,无持续风向 ≤3级
2011/9/16,0,小雨,22.0,无持续风向 ≤3级
2011/9/16,1,小到中雨,15.0,无持续风向 ≤3级
2011/9/17,0,大雨,17.0,无持续风向 ≤3级
2011/9/17,1,大雨,13.0,无持续风向 ≤3级
2011/9/18,0,中雨,16.0,无持续风向 ≤3级
2011/9/18,1,小到中雨,9.0,东风 ≤3级
2011/9/19,0,阵雨,14.0,无持续风向 ≤3级
2011/9/19,1,阴,10.0,无持续风向 ≤3级
2011/9/20,0,多云,17.0,无持续风向 ≤3级
2011/9/20,1,晴,12.0,无持续风向 ≤3级
2011/9/21,0,晴,22.0,无持续风向 ≤3级
2011/9/21,1,晴,13.0,无持续风向 ≤3级
2011/9/22,0,晴,24.0,无持续风向 ≤3级
2011/9/22,1,多云,14.0,无持续风向 ≤3级
2011/9/23,0,晴,24.0,无持续风向 ≤3级
2011/9/23,1,多云,14.0,无持续风向 ≤3级
2011/9/24,0,多云,25.0,无持续风向 ≤3级
2011/9/24,1,多云,15.0,无持续风向 ≤3级
2011/9/25,0,多云,23.0,无持续风向 ≤3级
2011/9/25,1,多云,17.0,无持续风向 ≤3级
2011/9/26,0,多云,23.0,无持续风向 ≤3级
2011/9/26,1,阴,15.0,无持续风向 ≤3级
2011/9/27,0,小到中雨,19.0,无持续风向 ≤3级
2011/9/27,1,中雨,13.0,无持续风向 ≤3级
2011/9/28,0,小到中雨,18.0,无持续风向 ≤3级
2011/9/28,1,阴,12.0,无持续风向 ≤3级
2011/9/29,0,多云,22.0,无持续风向 ≤3级
2011/9/29,1,多云,14.0,无持续风向 ≤3级
2011/9/30,0,多云,24.0,无持续风向 ≤3级
2011/9/30,1,多云,15.0,无持续风向 ≤3级
2011/10/1,0,多云,23.0,无持续风向 ≤3级
2011/10/1,1,阴,16.0,无持续风向 ≤3级
2011/10/2,0,阵雨,22.0,无持续风向 ≤3级
2011/10/2,1,阵雨,14.0,无持续风向 ≤3级
2011/10/4,0,阴,19.0,无持续风向 ≤3级
2011/10/4,1,晴,12.0,无持续风向 ≤3级
2011/10/5,0,晴,24.0,无持续风向 ≤3级
2011/10/5,1,晴,13.0,无持续风向 ≤3级
2011/10/6,0,晴,25.0,无持续风向 ≤3级
2011/10/6,1,晴,13.0,无持续风向 ≤3级
2011/10/7,0,多云,23.0,无持续风向 ≤3级
2011/10/7,1,多云,14.0,无持续风向 ≤3级
2011/10/8,0,阴,23.0,无持续风向 ≤3级
2011/10/8,1,阴,16.0,无持续风向 ≤3级
2011/10/9,0,小雨,21.0,无持续风向 ≤3级
2011/10/9,1,阴,16.0,无持续风向 ≤3级
2011/10/10,0,小雨,22.0,无持续风向 ≤3级
2011/10/10,1,小到中雨,15.0,无持续风向 ≤3级
2011/10/11,0,小到中雨,18.0,无持续风向 ≤3级
2011/10/11,1,小雨,13.0,无持续风向 ≤3级
2011/10/12,0,阴,18.0,无持续风向 ≤3级
2011/10/12,1,阴,13.0,无持续风向 ≤3级
2011/10/13,0,阴,21.0,北风 3-4级
2011/10/13,1,晴,11.0,北风 3-4级
2011/10/14,0,晴,23.0,无持续风向 ≤3级
2011/10/14,1,晴,9.0,北风 3-4级
2011/10/15,0,晴,22.0,无持续风向 ≤3级
2011/10/15,1,晴,10.0,无持续风向 ≤3级
2011/10/16,0,晴,23.0,无持续风向 ≤3级
2011/10/16,1,晴,11.0,无持续风向 ≤3级
2011/10/17,0,晴,24.0,无持续风向 ≤3级
2011/10/17,1,多云,11.0,无持续风向 ≤3级
2011/10/18,0,阴,22.0,无持续风向 ≤3级
2011/10/18,1,阴,12.0,无持续风向 ≤3级
2011/10/19,0,阵雨,20.0,无持续风向 ≤3级
2011/10/19,1,阴,13.0,无持续风向 ≤3级
2011/10/20,0,多云,20.0,无持续风向 ≤3级
2011/10/20,1,多云,13.0,无持续风向 ≤3级
2011/10/21,0,阴,21.0,无持续风向 ≤3级
2011/10/21,1,小雨,13.0,无持续风向 ≤3级
2011/10/22,0,小到中雨,17.0,无持续风向 ≤3级
2011/10/22,1,小到中雨,12.0,无持续风向 ≤3级
2011/10/23,0,小雨,16.0,无持续风向 ≤3级
2011/10/23,1,多云,10.0,无持续风向 ≤3级
2011/10/24,0,多云,17.0,无持续风向 ≤3级
2011/10/24,1,阴,10.0,无持续风向 ≤3级
2011/10/25,0,阴,15.0,无持续风向 ≤3级
2011/10/25,1,小雨,9.0,无持续风向 ≤3级
2011/10/26,0,多云,14.0,无持续风向 ≤3级
2011/10/26,1,多云,10.0,无持续风向 ≤3级
2011/10/27,0,阴,15.0,无持续风向 ≤3级
2011/10/27,1,多云,9.0,无持续风向 ≤3级
2011/10/28,0,多云,17.0,无持续风向 ≤3级
2011/10/28,1,晴,9.0,无持续风向 ≤3级
2011/10/29,0,晴,18.0,无持续风向 ≤3级
2011/10/29,1,多云,9.0,无持续风向 ≤3级
2011/10/30,0,阴,18.0,无持续风向 ≤3级
2011/10/30,1,阴,10.0,无持续风向 ≤3级
2011/10/31,0,阴,16.0,无持续风向 ≤3级
2011/10/31,1,阴,10.0,无持续风向 ≤3级
2011/11/1,0,小雨,16.0,无持续风向 ≤3级
2011/11/1,1,小雨,11.0,无持续风向 ≤3级
2011/11/2,0,小雨,15.0,无持续风向 ≤3级
2011/11/2,1,小到中雨,12.0,无持续风向 ≤3级
2011/11/3,0,小到中雨,16.0,无持续风向 ≤3级
2011/11/3,1,小雨,12.0,无持续风向 ≤3级
2011/11/4,0,小雨,15.0,无持续风向 ≤3级
2011/11/4,1,小雨,11.0,无持续风向 ≤3级
2011/11/5,0,阴,15.0,无持续风向 ≤3级
2011/11/5,1,小雨,11.0,无持续风向 ≤3级
2011/11/6,0,小到中雨,14.0,无持续风向 ≤3级
2011/11/6,1,小到中雨,11.0,无持续风向 ≤3级
2011/11/7,0,小雨,14.0,无持续风向 ≤3级
2011/11/7,1,阴,8.0,无持续风向 ≤3级
2011/11/8,0,多云,15.0,无持续风向 ≤3级
2011/11/8,1,晴,7.0,无持续风向 ≤3级
2011/11/9,0,晴,17.0,无持续风向 ≤3级
2011/11/9,1,晴,6.0,无持续风向 ≤3级
2011/11/10,0,晴,16.0,无持续风向 ≤3级
2011/11/10,1,晴,7.0,无持续风向 ≤3级
2011/11/11,0,多云,16.0,无持续风向 ≤3级
2011/11/11,1,阴,8.0,无持续风向 ≤3级
2011/11/12,0,阴,13.0,无持续风向 ≤3级
2011/11/12,1,阴,8.0,无持续风向 ≤3级
2011/11/13,0,多云,15.0,无持续风向 ≤3级
2011/11/13,1,多云,7.0,无持续风向 ≤3级
2011/11/14,0,阴,14.0,无持续风向 ≤3级
2011/11/14,1,小雨,7.0,无持续风向 ≤3级
2011/11/15,0,小雨,11.0,无持续风向 ≤3级
2011/11/15,1,小雨,8.0,无持续风向 ≤3级
2011/11/16,0,小雨,11.0,无持续风向 ≤3级
2011/11/16,1,小雨,9.0,无持续风向 ≤3级
2011/11/17,0,小雨,11.0,无持续风向 ≤3级
2011/11/17,1,小雨,9.0,无持续风向 ≤3级
2011/11/18,0,阴,13.0,无持续风向 ≤3级
2011/11/18,1,多云,5.0,无持续风向 ≤3级
2011/11/19,0,晴,14.0,无持续风向 ≤3级
2011/11/19,1,晴,5.0,无持续风向 ≤3级
2011/11/20,0,多云,14.0,无持续风向 ≤3级
2011/11/20,1,多云,7.0,无持续风向 ≤3级
2011/11/21,0,多云,13.0,无持续风向 ≤3级
2011/11/21,1,多云,5.0,无持续风向 ≤3级
2011/11/22,0,晴,13.0,无持续风向 ≤3级
2011/11/22,1,晴,3.0,无持续风向 ≤3级
2011/11/23,0,晴,13.0,无持续风向 ≤3级
2011/11/23,1,晴,4.0,无持续风向 ≤3级
2011/11/24,0,多云,11.0,无持续风向 ≤3级
2011/11/24,1,多云,4.0,无持续风向 ≤3级
2011/11/25,0,多云,12.0,无持续风向 ≤3级
2011/11/25,1,多云,4.0,无持续风向 ≤3级
2011/11/26,0,多云,11.0,无持续风向 ≤3级
2011/11/26,1,阴,7.0,无持续风向 ≤3级
2011/11/27,0,阴,11.0,无持续风向 ≤3级
2011/11/27,1,小雨,6.0,无持续风向 ≤3级
2011/11/28,0,小雨,9.0,无持续风向 ≤3级
2011/11/28,1,小雨,6.0,无持续风向 ≤3级
2011/11/29,0,小雨,9.0,无持续风向 ≤3级
2011/11/29,1,阴,3.0,无持续风向 ≤3级
2011/11/30,0,多云,7.0,无持续风向 ≤3级
2011/11/30,1,多云,1.0,无持续风向 ≤3级
2011/12/1,0,晴,8.0,无持续风向 ≤3级
2011/12/1,1,晴,1.0,无持续风向 ≤3级
2011/12/2,0,晴,8.0,无持续风向 ≤3级
2011/12/2,1,晴,1.0,无持续风向 ≤3级
2011/12/3,0,多云,7.0,无持续风向 ≤3级
2011/12/3,1,阴,2.0,无持续风向 ≤3级
2011/12/4,0,小雨,5.0,无持续风向 ≤3级
2011/12/4,1,小雨,3.0,无持续风向 ≤3级
2011/12/5,0,小雨,5.0,无持续风向 ≤3级
2011/12/5,1,阴,2.0,无持续风向 ≤3级
2011/12/6,0,小雨,5.0,无持续风向 ≤3级
2011/12/6,1,小雨,1.0,无持续风向 ≤3级
2011/12/7,0,阴,5.0,西风 ≤3级
2011/12/7,1,晴,1.0,无持续风向 ≤3级
2011/12/8,0,晴,8.0,无持续风向 ≤3级
2011/12/8,1,晴,-1.0,无持续风向 ≤3级
2011/12/9,0,晴,6.0,无持续风向 ≤3级
2011/12/9,1,晴,-3.0,无持续风向 ≤3级
2011/12/10,0,晴,5.0,无持续风向 ≤3级
2011/12/10,1,晴,-2.0,无持续风向 ≤3级
2011/12/11,0,晴,7.0,无持续风向 ≤3级
2011/12/11,1,晴,-2.0,无持续风向 ≤3级
2011/12/12,0,多云,6.0,无持续风向 ≤3级
2011/12/12,1,多云,-3.0,无持续风向 ≤3级
2011/12/13,0,晴,7.0,无持续风向 ≤3级
2011/12/13,1,多云,-2.0,无持续风向 ≤3级
2011/12/14,0,阴,6.0,无持续风向 ≤3级
2011/12/14,1,多云,-1.0,无持续风向 ≤3级
2011/12/15,0,晴,6.0,无持续风向 ≤3级
2011/12/15,1,晴,-3.0,无持续风向 ≤3级
2011/12/16,0,多云,5.0,无持续风向 ≤3级
2011/12/16,1,阴,-2.0,无持续风向 ≤3级
2011/12/17,0,阴,4.0,无持续风向 ≤3级
2011/12/17,1,阴,-2.0,无持续风向 ≤3级
2011/12/18,0,多云,5.0,无持续风向 ≤3级
2011/12/18,1,多云,-2.0,无持续风向 ≤3级
2011/12/19,0,阴,5.0,无持续风向 ≤3级
2011/12/19,1,阴,-1.0,无持续风向 ≤3级
2011/12/20,0,多云,5.0,无持续风向 ≤3级
2011/12/20,1,多云,-2.0,无持续风向 ≤3级
2011/12/21,0,小雨,4.0,无持续风向 ≤3级
2011/12/21,1,多云,-2.0,无持续风向 ≤3级
2011/12/22,0,多云,4.0,无持续风向 ≤3级
2011/12/22,1,多云,-3.0,无持续风向 ≤3级
2011/12/23,0,晴,5.0,无持续风向 ≤3级
2011/12/23,1,晴,-3.0,无持续风向 ≤3级
2011/12/24,0,晴,7.0,无持续风向 ≤3级
2011/12/24,1,晴,-2.0,无持续风向 ≤3级
2011/12/25,0,晴,8.0,无持续风向 ≤3级
2011/12/25,1,多云,-2.0,无持续风向 ≤3级
2011/12/26,0,阴,6.0,无持续风向 ≤3级
2011/12/26,1,阴,-1.0,无持续风向 ≤3级
2011/12/27,0,多云,6.0,无持续风向 ≤3级
2011/12/27,1,晴,-2.0,无持续风向 ≤3级
2011/12/28,0,阴,6.0,无持续风向 ≤3级
2011/12/28,1,阴,-1.0,无持续风向 ≤3级
2011/12/29,0,多云,5.0,旋转风 微风
2011/12/29,1,多云,-2.0,无持续风向 微风
2011/12/30,0,多云,5.0,无持续风向 ≤3级
2011/12/30,1,多云,-2.0,无持续风向 ≤3级
2011/12/31,0,晴,6.0,无持续风向 ≤3级
2011/12/31,1,晴,-2.0,无持续风向 ≤3级
2012/1/1,0,多云,6.0,无持续风向 ≤3级
2012/1/1,1,多云,-2.0,东风 ≤3级
2012/1/2,0,阴,4.0,东风 ≤3级
2012/1/2,1,晴,-4.0,无持续风向 ≤3级
2012/1/3,0,晴,3.0,无持续风向 ≤3级
2012/1/3,1,晴,-4.0,无持续风向 ≤3级
2012/1/4,0,多云,3.0,无持续风向 ≤3级
2012/1/4,1,多云,-3.0,无持续风向 ≤3级
2012/1/5,0,多云,3.0,无持续风向 ≤3级
2012/1/5,1,阴,-3.0,无持续风向 ≤3级
2012/1/6,0,阴,3.0,无持续风向 ≤3级
2012/1/6,1,多云,-4.0,无持续风向 ≤3级
2012/1/7,0,阴,3.0,无持续风向 ≤3级
2012/1/7,1,阴,-2.0,无持续风向 ≤3级
2012/1/8,0,阴,3.0,无持续风向 ≤3级
2012/1/8,1,多云,-3.0,无持续风向 ≤3级
2012/1/9,0,多云,5.0,无持续风向 ≤3级
2012/1/9,1,多云,-3.0,无持续风向 ≤3级
2012/1/10,0,多云,4.0,无持续风向 ≤3级
2012/1/10,1,阴,-4.0,无持续风向 ≤3级
2012/1/11,0,阴,4.0,无持续风向 ≤3级
2012/1/11,1,多云,-3.0,无持续风向 ≤3级
2012/1/12,0,阴,5.0,无持续风向 ≤3级
2012/1/12,1,阴,-2.0,无持续风向 ≤3级
2012/1/13,0,阴,4.0,无持续风向 ≤3级
2012/1/13,1,阴,-2.0,无持续风向 ≤3级
2012/1/14,0,多云,4.0,无持续风向 ≤3级
2012/1/14,1,阴,-1.0,无持续风向 ≤3级
2012/1/15,0,阴,6.0,无持续风向 ≤3级
2012/1/15,1,多云,-2.0,无持续风向 ≤3级
2012/1/16,0,阴,5.0,无持续风向 ≤3级
2012/1/16,1,阴,-1.0,无持续风向 ≤3级
2012/1/17,0,阴,4.0,无持续风向 ≤3级
2012/1/17,1,阴,-1.0,无持续风向 ≤3级
2012/1/18,0,小雪,3.0,无持续风向 ≤3级
2012/1/18,1,小雪,-2.0,无持续风向 ≤3级
2012/1/19,0,小雪,1.0,无持续风向 ≤3级
2012/1/19,1,小雪,-1.0,无持续风向 ≤3级
2012/1/20,0,小到中雪,3.0,无持续风向 ≤3级
2012/1/20,1,小到中雪,-1.0,无持续风向 ≤3级
2012/1/21,0,小到中雪,1.0,无持续风向 ≤3级
2012/1/21,1,小雪,-4.0,东风 ≤3级
2012/1/22,0,多云,1.0,无持续风向 ≤3级
2012/1/22,1,多云,-6.0,无持续风向 ≤3级
2012/1/23,0,多云,0.0,无持续风向 ≤3级
2012/1/23,1,晴,-7.0,无持续风向 ≤3级
2012/1/24,0,晴,-1.0,无持续风向 ≤3级
2012/1/24,1,晴,-7.0,无持续风向 ≤3级
2012/1/25,0,晴,2.0,无持续风向 ≤3级
2012/1/25,1,多云,-6.0,无持续风向 ≤3级
2012/1/26,0,多云,3.0,无持续风向 ≤3级
2012/1/26,1,多云,-5.0,无持续风向 ≤3级
2012/1/27,0,阴,3.0,无持续风向 ≤3级
2012/1/27,1,阴,-4.0,无持续风向 ≤3级
2012/1/28,0,阴,3.0,无持续风向 ≤3级
2012/1/28,1,多云,-2.0,无持续风向 ≤3级
2012/1/29,0,阴,4.0,无持续风向 ≤3级
2012/1/29,1,多云,-2.0,无持续风向 ≤3级
2012/1/30,0,晴,7.0,无持续风向 ≤3级
2012/1/30,1,晴,-2.0,无持续风向 ≤3级
2012/1/31,0,晴,8.0,无持续风向 ≤3级
2012/1/31,1,多云,-2.0,无持续风向 ≤3级
2012/2/1,0,多云,5.0,无持续风向 ≤3级
2012/2/1,1,阴,-3.0,东北风 ≤3级
2012/2/2,0,阴,4.0,东北风 ≤3级
2012/2/2,1,多云,-3.0,无持续风向 ≤3级
2012/2/3,0,多云,7.0,无持续风向 ≤3级
2012/2/3,1,多云,-2.0,无持续风向 ≤3级
2012/2/4,0,晴,7.0,无持续风向 ≤3级
2012/2/4,1,晴,-2.0,无持续风向 ≤3级
2012/2/5,0,多云,8.0,无持续风向 ≤3级
2012/2/5,1,阴,-4.0,无持续风向 ≤3级
2012/2/6,0,多云,4.0,北风 3-4级
2012/2/6,1,晴,-6.0,北风 3-4级
2012/2/7,0,晴,2.0,北风 3-4级
2012/2/7,1,晴,-7.0,无持续风向 ≤3级
2012/2/8,0,晴,4.0,无持续风向 ≤3级
2012/2/8,1,多云,-4.0,无持续风向 ≤3级
2012/2/9,0,阴,3.0,无持续风向 ≤3级
2012/2/9,1,多云,-3.0,无持续风向 ≤3级
2012/2/10,0,多云,4.0,无持续风向 ≤3级
2012/2/10,1,多云,-3.0,无持续风向 ≤3级
2012/2/11,0,阴,6.0,无持续风向 ≤3级
2012/2/11,1,阴,-2.0,无持续风向 ≤3级
2012/2/12,0,阴,5.0,无持续风向 ≤3级
2012/2/12,1,多云,-1.0,无持续风向 ≤3级
2012/2/13,0,多云,8.0,无持续风向 ≤3级
2012/2/13,1,阴,0.0,无持续风向 ≤3级
2012/2/14,0,阴,7.0,无持续风向 ≤3级
2012/2/14,1,雨夹雪,1.0,无持续风向 ≤3级
2012/2/15,0,雨夹雪,6.0,无持续风向 ≤3级
2012/2/15,1,阴,0.0,无持续风向 ≤3级
2012/2/16,0,多云,5.0,无持续风向 ≤3级
2012/2/16,1,多云,-2.0,无持续风向 ≤3级
2012/2/17,0,多云,5.0,无持续风向 ≤3级
2012/2/17,1,晴,-2.0,无持续风向 ≤3级
2012/2/18,0,晴,6.0,无持续风向 ≤3级
2012/2/18,1,晴,-1.0,无持续风向 ≤3级
2012/2/19,0,多云,10.0,无持续风向 ≤3级
2012/2/19,1,多云,0.0,无持续风向 ≤3级
2012/2/20,0,多云,10.0,无持续风向 ≤3级
2012/2/20,1,多云,0.0,无持续风向 ≤3级
2012/2/21,0,多云,12.0,无持续风向 ≤3级
2012/2/21,1,多云,2.0,无持续风向 ≤3级
2012/2/22,0,多云,8.0,无持续风向 ≤3级
2012/2/22,1,阴,3.0,无持续风向 ≤3级
2012/2/23,0,阴,8.0,无持续风向 ≤3级
2012/2/23,1,阴,1.0,东风 3-4级
2012/2/24,0,阴,7.0,无持续风向 ≤3级
2012/2/24,1,阴,2.0,无持续风向 ≤3级
2012/2/25,0,阴,8.0,无持续风向 ≤3级
2012/2/25,1,阴,1.0,无持续风向 ≤3级
2012/2/26,0,阴,7.0,无持续风向 ≤3级
2012/2/26,1,阴,1.0,无持续风向 ≤3级
2012/2/27,0,阴,7.0,无持续风向 ≤3级
2012/2/27,1,阴,0.0,无持续风向 ≤3级
2012/2/28,0,阴,9.0,无持续风向 ≤3级
2012/2/28,1,阴,1.0,无持续风向 ≤3级
2012/2/29,0,小雨,7.0,无持续风向 ≤3级
2012/2/29,1,阴,2.0,无持续风向 ≤3级
2012/3/1,0,阴,7.0,无持续风向 ≤3级
2012/3/1,1,阴,1.0,无持续风向 ≤3级
2012/3/2,0,小雨,5.0,无持续风向 ≤3级
2012/3/2,1,阴,2.0,无持续风向 ≤3级
2012/3/3,0,小雨,7.0,无持续风向 ≤3级
2012/3/3,1,阴,1.0,无持续风向 ≤3级
2012/3/4,0,阴,10.0,无持续风向 ≤3级
2012/3/4,1,阴,1.0,无持续风向 ≤3级
2012/3/5,0,阴,8.0,无持续风向 ≤3级
2012/3/5,1,多云,2.0,无持续风向 ≤3级
2012/3/6,0,阴,9.0,无持续风向 ≤3级
2012/3/6,1,阴,2.0,无持续风向 ≤3级
2012/3/7,0,阴,9.0,无持续风向 ≤3级
2012/3/7,1,阴,3.0,无持续风向 ≤3级
2012/3/8,0,小雨,8.0,无持续风向 ≤3级
2012/3/8,1,阴,2.0,无持续风向 ≤3级
2012/3/9,0,阴,10.0,无持续风向 ≤3级
2012/3/9,1,多云,2.0,无持续风向 ≤3级
2012/3/10,0,多云,12.0,无持续风向 ≤3级
2012/3/10,1,晴,2.0,无持续风向 ≤3级
2012/3/11,0,多云,11.0,无持续风向 ≤3级
2012/3/11,1,多云,4.0,东风 3-4级
2012/3/12,0,晴,15.0,无持续风向 ≤3级
2012/3/12,1,晴,3.0,无持续风向 ≤3级
2012/3/13,0,多云,14.0,无持续风向 ≤3级
2012/3/13,1,多云,3.0,无持续风向 ≤3级
2012/3/14,0,阴,14.0,无持续风向 ≤3级
2012/3/14,1,小雨,5.0,无持续风向 ≤3级
2012/3/15,0,小雨,12.0,无持续风向 ≤3级
2012/3/15,1,阴,5.0,无持续风向 ≤3级
2012/3/16,0,多云,16.0,无持续风向 ≤3级
2012/3/16,1,多云,7.0,无持续风向 ≤3级
2012/3/17,0,多云,20.0,无持续风向 ≤3级
2012/3/17,1,多云,7.0,无持续风向 ≤3级
2012/3/18,0,阴,18.0,无持续风向 ≤3级
2012/3/18,1,小雨,7.0,东北风 3-4级
2012/3/19,0,多云,15.0,东北风 ≤3级
2012/3/19,1,多云,3.0,无持续风向 ≤3级
2012/3/20,0,阴,13.0,无持续风向 ≤3级
2012/3/20,1,阴,4.0,无持续风向 ≤3级
2012/3/21,0,阴,9.0,无持续风向 ≤3级
2012/3/21,1,小雨,2.0,无持续风向 ≤3级
2012/3/22,0,多云,12.0,无持续风向 ≤3级
2012/3/22,1,多云,2.0,北风 3-4级
2012/3/23,0,多云,13.0,北风 3-4级
2012/3/23,1,晴,4.0,无持续风向 ≤3级
2012/3/24,0,晴,19.0,无持续风向 ≤3级
2012/3/24,1,晴,4.0,无持续风向 ≤3级
2012/3/25,0,晴,21.0,无持续风向 ≤3级
2012/3/25,1,晴,6.0,无持续风向 ≤3级
2012/3/26,0,晴,23.0,旋转风 微风
2012/3/26,1,晴,7.0,无持续风向 微风
2012/3/27,0,多云,23.0,无持续风向 ≤3级
2012/3/27,1,阴,10.0,无持续风向 ≤3级
2012/3/28,0,小雨,17.0,无持续风向 ≤3级
2012/3/28,1,小雨,7.0,无持续风向 ≤3级
2012/3/29,0,多云,15.0,西风 ≤3级
2012/3/29,1,多云,6.0,北风 3-4级
2012/3/30,0,晴,16.0,北风 3-4级
2012/3/30,1,晴,5.0,北风 3-4级
2012/3/31,0,晴,22.0,无持续风向 ≤3级
2012/3/31,1,晴,8.0,无持续风向 ≤3级
2012/4/1,0,晴,25.0,无持续风向 ≤3级
2012/4/1,1,阴,9.0,无持续风向 ≤3级
2012/4/2,0,多云,18.0,北风 3-4级
2012/4/2,1,晴,7.0,无持续风向 ≤3级
2012/4/3,0,晴,21.0,无持续风向 ≤3级
2012/4/3,1,晴,10.0,无持续风向 ≤3级
2012/4/4,0,晴,24.0,无持续风向 ≤3级
2012/4/4,1,晴,11.0,无持续风向 ≤3级
2012/4/5,0,晴,24.0,无持续风向 ≤3级
2012/4/5,1,晴,10.0,无持续风向 ≤3级
2012/4/6,0,晴,22.0,无持续风向 ≤3级
2012/4/6,1,多云,11.0,无持续风向 ≤3级
2012/4/7,0,多云,23.0,无持续风向 ≤3级
2012/4/7,1,多云,12.0,无持续风向 ≤3级
2012/4/8,0,阴,24.0,无持续风向 ≤3级
2012/4/8,1,阴,14.0,无持续风向 ≤3级
2012/4/9,0,小雨,22.0,无持续风向 ≤3级
2012/4/9,1,多云,14.0,无持续风向 ≤3级
2012/4/10,0,多云,26.0,无持续风向 ≤3级
2012/4/10,1,多云,14.0,无持续风向 ≤3级
2012/4/11,0,阴,24.0,无持续风向 ≤3级
2012/4/11,1,小到中雨,13.0,西风 4-5级
2012/4/12,0,多云,18.0,西风 4-5级
2012/4/12,1,多云,4.0,西北风 3-4级
2012/4/13,0,多云,21.0,无持续风向 ≤3级
2012/4/13,1,多云,10.0,无持续风向 ≤3级
2012/4/14,0,晴,24.0,无持续风向 ≤3级
2012/4/14,1,晴,11.0,无持续风向 ≤3级
2012/4/15,0,晴,25.0,无持续风向 ≤3级
2012/4/15,1,晴,12.0,无持续风向 ≤3级
2012/4/16,0,多云,25.0,无持续风向 ≤3级
2012/4/16,1,多云,13.0,无持续风向 ≤3级
2012/4/17,0,阴,22.0,无持续风向 ≤3级
2012/4/17,1,阵雨,14.0,无持续风向 ≤3级
2012/4/18,0,多云,25.0,无持续风向 ≤3级
2012/4/18,1,多云,13.0,无持续风向 ≤3级
2012/4/19,0,多云,25.0,无持续风向 ≤3级
2012/4/19,1,阵雨,14.0,无持续风向 ≤3级
2012/4/20,0,多云,23.0,无持续风向 ≤3级
2012/4/20,1,多云,13.0,无持续风向 ≤3级
2012/4/21,0,晴,28.0,无持续风向 ≤3级
2012/4/21,1,多云,15.0,无持续风向 ≤3级
2012/4/22,0,多云,30.0,旋转风 微风
2012/4/22,1,多云,16.0,无持续风向 微风
2012/4/23,0,阵雨,27.0,无持续风向 ≤3级
2012/4/23,1,中雨,12.0,无持续风向 ≤3级
2012/4/24,0,阴,22.0,西北风 3-4级
2012/4/24,1,多云,11.0,西北风 3-4级
2012/4/25,0,晴,23.0,无持续风向 ≤3级
2012/4/25,1,晴,11.0,无持续风向 ≤3级
2012/4/26,0,晴,27.0,无持续风向 ≤3级
2012/4/26,1,多云,13.0,无持续风向 ≤3级
2012/4/27,0,多云,29.0,无持续风向 ≤3级
2012/4/27,1,多云,16.0,无持续风向 ≤3级
2012/4/28,0,多云,30.0,无持续风向 ≤3级
2012/4/28,1,多云,17.0,无持续风向 ≤3级
2012/4/29,0,阴,28.0,无持续风向 ≤3级
2012/4/29,1,多云,17.0,无持续风向 ≤3级
2012/4/30,0,阵雨,27.0,无持续风向 ≤3级
2012/4/30,1,阵雨,16.0,东风 3-4级
2012/5/1,0,小雨,21.0,无持续风向 ≤3级
2012/5/1,1,阴,15.0,无持续风向 ≤3级
2012/5/2,0,阴,24.0,无持续风向 ≤3级
2012/5/2,1,阴,16.0,无持续风向 ≤3级
2012/5/3,0,阵雨,21.0,无持续风向 ≤3级
2012/5/3,1,阵雨,16.0,无持续风向 ≤3级
2012/5/4,0,阴,25.0,无持续风向 ≤3级
2012/5/4,1,阴,17.0,无持续风向 ≤3级
2012/5/5,0,多云,30.0,无持续风向 ≤3级
2012/5/5,1,多云,19.0,无持续风向 ≤3级
2012/5/6,0,阴,29.0,无持续风向 ≤3级
2012/5/6,1,阵雨,19.0,无持续风向 ≤3级
2012/5/7,0,阵雨,27.0,旋转风 微风
2012/5/7,1,阴,18.0,无持续风向 微风
2012/5/8,0,多云,29.0,无持续风向 ≤3级
2012/5/8,1,多云,19.0,无持续风向 ≤3级
2012/5/9,0,多云,30.0,无持续风向 ≤3级
2012/5/9,1,多云,20.0,东南风 ≤3级
2012/5/10,0,多云,30.0,无持续风向 ≤3级
2012/5/10,1,阴,20.0,无持续风向 ≤3级
2012/5/11,0,小到中雨,24.0,无持续风向 ≤3级
2012/5/11,1,阴,16.0,西北风 3-4级
2012/5/12,0,多云,24.0,西北风 3-4级
2012/5/12,1,多云,14.0,无持续风向 ≤3级
2012/5/13,0,小雨,24.0,无持续风向 ≤3级
2012/5/13,1,阴,14.0,无持续风向 ≤3级
2012/5/14,0,多云,28.0,无持续风向 ≤3级
2012/5/14,1,晴,16.0,东北风 ≤3级
2012/5/15,0,晴,31.0,无持续风向 ≤3级
2012/5/15,1,晴,17.0,无持续风向 ≤3级
2012/5/16,0,晴,31.0,北风 ≤3级
2012/5/16,1,多云,18.0,无持续风向 ≤3级
2012/5/17,0,多云,31.0,无持续风向 ≤3级
2012/5/17,1,多云,17.0,无持续风向 ≤3级
2012/5/18,0,阴,29.0,无持续风向 ≤3级
2012/5/18,1,多云,18.0,北风 ≤3级
2012/5/19,0,晴,33.0,东北风 ≤3级
2012/5/19,1,晴,20.0,无持续风向 ≤3级
2012/5/20,0,多云,32.0,北风 ≤3级
2012/5/20,1,阴,22.0,无持续风向 ≤3级
2012/5/21,0,小雨,28.0,无持续风向 ≤3级
2012/5/21,1,小雨,15.0,无持续风向 ≤3级
